,bisai,host,guest
53140,838663,0,11
53141,838679,1,2
53142,831420,0,4
53143,835298,1,0
53144,783121,2,0
53145,783123,2,4
53146,783126,0,2
53147,783127,0,1
53148,783153,4,2
53149,814264,2,1
53150,817182,2,0
53151,825842,0,3
53152,825882,0,2
53153,825910,1,2
53154,825911,1,1
53155,825939,5,2
53156,825950,1,3
53157,831373,0,1
53158,838381,2,0
53159,803826,2,1
53160,825457,0,3
53161,825881,3,0
53162,825935,4,0
53163,799651,0,4
53164,799653,2,2
53165,799656,1,0
53166,799657,1,0
53167,799660,1,3
53168,799663,0,2
53169,799666,1,2
53170,801329,2,1
53171,801330,4,3
53172,803264,0,0
53173,814258,2,0
53174,814266,1,0
53175,817789,1,0
53176,818042,1,4
53177,818043,6,2
53178,818044,2,0
53179,825041,1,5
53180,825101,1,0
53181,825871,1,2
53182,825904,2,2
53183,825917,2,4
53184,827830,1,3
53185,838374,0,1
53186,838640,4,9
53187,838684,3,0
53188,838685,1,3
53189,838686,4,0
53190,838687,1,1
53191,838688,0,2
53192,838696,3,1
53193,838698,0,2
53194,838699,2,2
53195,838700,1,1
53196,838701,3,4
53197,838712,3,0
53198,838713,2,0
53199,837386,3,0
53200,801633,1,6
53201,803263,1,0
53202,810209,4,1
53203,810212,0,1
53204,810214,3,1
53205,810215,1,1
53206,810216,0,2
53207,812809,0,3
53208,814259,3,3
53209,822723,1,0
53210,831419,2,1
53211,838155,0,0
53212,838705,0,3
53213,838714,3,0
53214,775135,1,2
53215,775136,0,5
53216,798252,2,1
53217,801321,3,2
53218,801326,1,1
53219,801327,0,1
53220,802100,1,2
53221,802148,1,0
53222,803246,0,2
53223,803248,2,0
53224,803259,4,1
53225,803262,0,1
53226,812449,1,1
53227,812453,2,0
53228,812454,1,2
53229,812456,1,6
53230,812457,0,0
53231,812459,1,2
53232,812460,1,6
53233,812648,2,4
53234,812658,3,1
53235,812659,1,3
53236,812668,3,2
53237,812804,0,2
53238,812807,3,1
53239,812810,2,4
53240,818045,0,1
53241,822718,1,1
53242,822720,1,0
53243,822722,4,3
53244,822724,0,0
53245,822726,2,0
53246,825047,2,0
53247,825072,0,3
53248,825073,3,1
53249,825098,2,1
53250,825104,2,3
53251,825329,3,0
53252,825331,4,1
53253,825332,7,1
53254,825333,1,1
53255,825336,1,0
53256,825461,0,2
53257,825872,1,1
53258,825889,0,2
53259,825905,2,1
53260,825906,1,3
53261,825938,0,1
53262,827827,2,2
53263,827832,3,0
53264,831372,3,2
53265,831709,3,1
53266,833901,0,0
53267,838704,0,1
53268,838715,4,0
53269,798439,2,1
53270,798447,0,0
53271,798450,1,4
53272,798454,0,0
53273,798456,2,0
53274,798681,1,0
53275,798686,2,1
53276,798690,2,1
53277,798691,1,0
53278,812198,0,2
53279,812201,1,0
53280,812202,1,1
53281,812204,1,4
53282,812205,2,2
53283,814260,2,0
53284,818046,1,2
53285,825877,2,1
53286,825883,4,1
53287,825891,5,0
53288,827829,3,1
53289,838711,0,1
53290,838724,0,2
53291,792734,3,0
53292,792753,2,2
53293,792754,1,3
53294,792756,2,3
53295,792757,1,0
53296,792760,1,2
53297,792762,2,1
53298,792763,1,1
53299,792765,3,2
53300,793885,1,2
53301,793887,2,2
53302,793888,1,3
53303,793889,0,1
53304,793891,2,4
53305,793892,3,2
53306,793893,4,2
53307,793894,1,0
53308,793895,1,2
53309,793896,2,0
53310,797937,1,0
53311,800141,2,0
53312,800144,3,3
53313,800392,4,3
53314,800394,3,1
53315,800395,2,0
53316,800410,2,1
53317,801331,4,0
53318,803824,1,1
53319,803825,3,0
53320,803832,5,0
53321,803833,2,3
53322,803834,0,1
53323,803836,0,3
53324,803837,2,0
53325,803838,2,0
53326,803839,2,1
53327,803840,0,0
53328,803851,1,2
53329,817786,2,0
53330,818478,1,0
53331,818497,4,1
53332,818952,0,0
53333,819517,1,1
53334,821056,1,2
53335,821057,1,0
53336,821058,0,1
53337,821059,1,1
53338,821060,3,2
53339,822405,3,2
53340,822408,3,0
53341,822421,2,1
53342,822424,3,0
53343,822474,0,6
53344,822475,3,0
53345,822478,1,2
53346,822488,1,1
53347,822489,2,1
53348,824241,1,5
53349,824245,1,1
53350,824246,1,1
53351,824255,1,2
53352,824287,0,0
53353,824417,1,2
53354,824461,3,2
53355,827824,2,1
53356,827828,2,2
53357,828551,1,0
53358,828554,3,3
53359,828558,2,1
53360,828559,2,4
53361,828563,2,0
53362,828569,1,1
53363,829678,3,0
53364,829680,4,0
53365,829681,2,1
53366,832283,1,2
53367,838122,0,0
53368,838716,1,0
53369,838717,1,4
53370,838718,5,0
53371,838719,1,0
53372,838720,2,2
53373,838721,1,3
53374,838722,3,2
53375,838723,3,3
53376,838725,6,2
53377,800415,3,3
53378,819515,0,0
53379,823011,0,2
53380,825454,1,0
53381,800162,0,1
53382,801632,2,0
53383,802099,2,1
53384,802105,1,1
53385,806466,0,0
53386,806594,1,0
53387,812652,1,1
53388,819165,0,0
53389,819170,0,1
53390,819789,2,1
53391,820080,2,2
53392,820392,3,0
53393,830282,3,0
53394,831704,0,1
53395,831708,3,3
53396,837312,0,1
53397,838638,0,0
53398,800393,0,0
53399,802102,4,0
53400,837315,1,0
53401,838401,0,1
53402,838639,0,2
53403,686179,2,0
53404,686182,1,3
53405,686195,1,2
53406,686214,2,2
53407,798245,1,1
53408,802138,2,2
53409,802597,1,2
53410,802603,0,0
53411,808133,0,0
53412,808135,1,4
53413,808139,2,2
53414,808140,0,0
53415,819167,2,1
53416,819520,2,3
53417,820082,0,1
53418,820083,4,0
53419,820088,2,1
53420,827833,2,1
53421,838745,1,3
53422,838118,0,2
53423,806468,3,2
53424,819166,0,0
53425,838579,0,0
53426,837317,1,2
53427,838106,1,1
53428,838121,0,0
53429,808131,3,0
53430,771840,1,1
53431,819172,3,1
53432,833678,0,1
53433,838116,2,0
53434,686153,1,4
53435,686164,2,0
53436,686176,1,2
53437,686206,0,2
53438,686216,3,0
53439,778649,0,2
53440,835300,3,1
53441,835301,2,1
53442,836303,2,2
53443,838750,0,1
53444,783697,2,1
53445,838105,2,1
53446,837545,1,1
53447,767764,0,1
53448,835385,1,0
53449,826373,3,0
53450,835299,2,0
53451,838352,1,0
53452,835299,2,0
53453,838352,1,0
53454,838448,0,1
53455,838534,1,1
53456,778539,1,1
53457,778541,2,1
53458,779191,4,2
53459,832403,2,0
53460,832405,4,1
53461,778542,0,2
53462,804451,1,1
53463,823227,1,2
53464,778540,2,0
53465,804439,1,1
53466,838676,1,3
53467,838788,2,11
53468,800161,0,2
53469,835365,1,1
53470,835366,2,2
53471,838784,1,4
53472,838785,0,1
53473,838786,1,1
53474,838787,1,0
53475,819519,0,0
53476,820084,3,2
53477,820085,3,2
53478,838392,1,0
53479,804721,3,1
53480,808137,2,3
53481,819163,4,2
53482,819516,0,1
53483,819784,0,0
53484,819787,1,2
53485,819788,1,1
53486,820081,0,0
53487,821259,2,2
53488,838843,1,2
53489,838844,4,0
53490,838094,2,1
53491,833669,3,1
53492,838580,3,0
53493,775132,1,1
53494,799969,0,1
53495,804452,1,3
53496,804453,0,1
53497,809406,0,3
53498,809407,3,2
53499,821256,1,2
53500,825045,0,1
53501,825076,2,4
53502,825106,5,1
53503,825890,4,2
53504,825894,1,1
53505,829762,0,2
53506,792742,3,3
53507,825038,2,4
53508,835361,4,2
53509,803245,1,3
53510,804440,1,2
53511,804442,0,2
53512,809396,1,3
53513,809399,1,2
53514,812200,2,1
53515,818047,3,2
53516,821254,5,0
53517,825470,1,0
53518,832324,0,3
53519,834783,1,1
53520,835364,1,2
53521,838801,0,0
53522,838802,1,1
53523,838804,2,2
53524,838805,1,4
53525,838807,8,0
53526,838808,2,2
53527,838809,0,2
53528,838810,2,2
53529,838813,2,1
53530,838814,2,4
53531,838816,2,7
53532,810208,0,3
53533,832284,1,3
53534,838669,1,0
53535,838671,3,4
53536,838673,1,0
53537,838675,1,0
53538,774998,2,0
53539,775000,2,0
53540,775001,2,0
53541,775002,1,0
53542,801324,1,2
53543,802137,0,3
53544,802582,4,0
53545,802596,2,3
53546,802599,2,1
53547,802602,4,1
53548,802606,0,1
53549,802608,2,1
53550,804443,3,0
53551,804450,1,1
53552,809395,5,0
53553,812196,1,1
53554,812653,1,1
53555,812811,2,0
53556,817784,4,1
53557,817785,1,3
53558,817787,4,1
53559,817788,1,1
53560,820394,1,4
53561,825074,1,0
53562,825239,2,2
53563,825240,0,2
53564,825241,1,0
53565,825242,2,3
53566,825251,2,0
53567,825253,1,2
53568,825254,4,1
53569,825471,3,0
53570,825475,0,0
53571,833668,1,1
53572,833671,1,0
53573,833672,0,1
53574,833952,1,3
53575,833953,1,0
53576,833954,0,0
53577,833955,0,2
53578,835363,4,0
53579,838612,2,0
53580,838614,3,2
53581,838820,1,2
53582,838821,3,1
53583,838822,2,0
53584,838825,3,1
53585,838826,3,2
53586,838829,2,0
53587,838830,1,4
53588,838831,0,6
53589,838839,2,1
53590,838840,0,1
53591,792751,0,2
53592,798683,1,1
53593,820390,0,1
53594,837313,1,2
53595,838832,1,2
53596,838833,0,2
53597,838834,0,3
53598,838835,2,1
53599,775134,1,0
53600,798253,1,1
53601,804444,3,1
53602,806547,1,2
53603,806575,0,0
53604,809394,1,2
53605,817015,3,0
53606,817016,2,1
53607,817017,2,1
53608,817019,1,0
53609,838090,1,0
53610,838613,1,0
53611,838615,2,0
53612,819164,0,0
53613,819168,1,4
53614,775131,1,2
53615,806565,1,0
53616,808130,1,2
53617,808132,1,3
53618,808136,1,0
53619,808138,0,1
53620,819169,1,2
53621,819171,1,1
53622,819518,0,0
53623,819521,3,0
53624,819785,1,0
53625,819786,0,1
53626,819791,0,3
53627,820087,1,0
53628,823014,0,0
53629,837316,0,0
53630,838095,3,1
53631,838165,0,1
53632,838171,2,1
53633,802106,0,0
53634,837311,2,1
53635,686157,1,1
53636,686160,4,3
53637,686175,1,2
53638,686181,0,3
53639,721278,0,3
53640,820086,0,2
53641,838581,6,0
53642,838815,3,0
53643,808134,1,1
53644,837314,0,0
53645,838125,3,0
53646,833673,3,1
53647,838112,0,0
53648,838113,1,1
53649,686152,2,1
53650,686158,2,1
53651,686159,0,6
53652,836979,1,2
53653,834185,2,1
53654,838107,1,0
53655,816424,2,2
53656,835048,0,1
53657,838857,0,2
53658,838858,4,0
53659,838859,1,2
53660,838110,3,3
53661,838108,1,1
53662,834187,3,2
53663,838109,6,2
53664,838351,4,2
53665,821255,2,0
53666,838892,1,1
53667,838677,2,2
53668,838616,1,1
53669,831409,1,1
53670,831411,1,1
53671,838890,1,0
53672,809397,2,0
53673,838119,1,1
53674,807548,2,1
53675,686143,2,0
53676,686146,3,0
53677,686202,2,0
53678,807546,3,1
53679,807549,0,1
53680,832338,1,1
53681,837728,2,2
53682,831426,6,1
53683,831430,0,2
53684,832555,3,2
53685,838111,1,1
53686,838115,2,1
53687,838120,0,0
53688,838128,1,2
53689,805723,6,0
53690,686145,0,0
53691,686147,0,1
53692,686148,2,4
53693,686167,0,1
53694,686172,0,3
53695,686207,0,2
53696,824251,2,0
53697,838913,1,1
53698,823012,1,1
53699,838866,0,2
53700,788918,0,1
53701,789527,1,0
53702,836809,2,3
53703,837453,3,0
53704,825469,2,2
53705,788930,2,1
53706,789474,0,1
53707,789487,0,3
53708,789507,3,1
53709,832329,1,1
53710,835514,0,4
53711,837318,0,1
53712,837328,2,3
53713,831423,2,4
53714,831424,2,0
53715,837559,3,0
53716,788928,1,0
53717,825468,2,0
53718,831374,1,2
53719,831375,0,0
53720,837558,0,2
53721,837561,0,3
53722,836980,1,1
53723,837557,0,3
53724,837562,1,2
53725,788917,2,0
53726,825465,2,1
53727,825466,2,1
53728,832278,0,1
53729,832335,0,1
53730,837432,3,1
53731,837434,1,0
53732,788929,3,0
53733,789528,2,0
53734,825464,4,0
53735,828092,1,0
53736,828104,3,2
53737,828106,3,1
53738,828110,3,0
53739,828126,0,0
53740,828128,2,2
53741,832327,1,0
53742,832334,3,0
53743,838963,1,0
53744,788914,4,0
53745,828095,2,1
53746,828125,3,2
53747,832265,0,2
53748,832269,0,4
53749,788912,3,0
53750,788927,5,2
53751,825472,1,1
53752,825474,1,3
53753,832266,3,3
53754,832270,1,2
53755,789508,0,0
53756,799615,3,2
53757,832326,0,5
53758,832336,0,6
53759,832268,2,2
53760,832273,1,0
53761,832279,1,1
53762,832320,2,0
53763,832325,0,0
53764,832332,3,0
53765,836739,0,0
53766,952583,4,0
53767,825473,3,1
53768,838114,0,0
53769,838117,1,1
53770,686163,2,1
53771,686165,2,3
53772,686171,1,0
53773,686180,0,1
53774,686186,2,0
53775,686190,3,1
53776,686197,2,0
53777,686198,0,1
53778,686199,2,3
53779,803844,3,2
53780,803845,2,2
53781,803846,2,1
53782,803849,1,2
53783,803854,0,1
53784,803855,1,0
53785,803856,1,2
53786,803860,7,0
53787,803862,0,1
53788,803865,2,2
53789,803866,1,0
53790,824248,2,3
53791,824249,6,0
53792,824250,2,2
53793,824252,1,1
53794,824254,1,2
53795,824258,3,4
53796,838697,1,2
53797,838974,1,2
53798,838975,1,1
53799,838976,1,6
53800,838977,4,1
53801,838978,2,1
53802,838771,1,0
53803,815974,2,0
53804,815971,3,0
53805,838570,0,1
53806,815971,3,0
53807,838570,0,1
53808,837452,1,1
53809,815976,0,0
53810,837455,1,1
53811,815966,3,1
53812,837454,1,0
53813,815970,3,4
53814,838783,1,1
53815,834515,0,0
53816,834516,0,0
53817,834517,0,0
53818,834518,1,2
53819,834519,1,2
53820,834520,1,0
53821,834521,1,0
53822,834522,2,0
53823,834523,1,0
53824,834524,3,0
53825,838798,0,0
53826,838167,0,0
53827,838168,1,2
53828,814199,2,0
53829,837319,4,3
53830,837320,0,2
53831,837321,1,2
53832,837322,0,3
53833,837324,1,2
53834,837325,0,10
53835,837329,1,3
53836,837330,3,3
53837,837422,1,3
53838,837423,0,6
53839,837424,2,1
53840,837995,1,0
53841,805020,2,1
53842,805025,1,0
53843,805026,1,0
53844,805032,2,0
53845,832589,1,1
53846,837556,1,1
53847,837560,1,0
53848,837563,1,1
53849,837564,0,3
53850,837567,2,6
53851,837326,1,0
53852,837566,2,7
53853,837433,0,1
53854,837435,3,0
53855,837437,1,0
53856,805044,2,2
53857,829675,4,0
53858,837196,4,4
53859,837445,1,0
53860,837431,0,2
53861,829657,3,0
53862,774997,2,0
53863,774999,0,1
53864,775003,4,0
53865,805045,0,0
53866,829659,4,1
53867,829663,1,0
53868,829668,4,0
53869,829669,7,0
53870,829672,1,0
53871,829673,2,2
53872,836323,1,0
53873,829674,0,1
53874,800413,1,0
53875,800414,1,0
53876,829670,5,0
53877,837444,3,1
53878,829660,9,0
53879,829666,0,3
53880,835016,1,0
53881,835020,2,1
53882,835021,3,1
53883,835022,1,0
53884,835023,1,1
53885,835024,2,2
53886,839083,0,3
53887,799966,0,1
53888,803852,3,3
53889,824259,0,3
53890,832608,0,1
53891,832609,3,1
53892,832611,1,1
53893,832612,3,3
53894,832613,0,1
53895,832614,1,1
53896,832615,1,2
53897,834728,0,2
53898,835015,2,2
53899,839080,0,2
53900,839081,0,3
53901,839082,0,2
53902,835017,2,1
53903,835019,2,0
53904,836328,4,0
53905,787803,2,1
53906,787806,3,0
53907,767768,2,1
53908,833911,2,3
53909,767768,2,1
53910,833911,2,3
53911,838052,1,0
53912,787799,0,1
53913,787804,3,0
53914,787807,3,1
53915,767763,2,0
53916,787800,2,0
53917,787805,2,2
53918,767778,0,1
53919,804472,0,1
53920,807921,2,0
53921,822296,1,3
53922,822340,0,0
53923,822341,1,0
53924,822345,0,0
53925,822346,6,1
53926,822347,3,1
53927,822348,1,3
53928,838965,1,2
53929,804457,1,2
53930,804465,2,1
53931,804468,1,0
53932,804712,1,2
53933,804460,1,0
53934,829301,3,1
53935,837323,1,0
53936,830481,0,0
53937,829665,3,1
53938,829667,6,0
53939,804458,4,1
53940,780010,1,0
53941,780011,3,3
53942,780012,1,3
53943,804467,2,1
53944,804456,1,2
53945,804464,1,0
53946,829671,0,3
53947,805030,2,0
53948,837670,1,0
53949,811677,1,2
53950,817022,5,0
53951,829664,2,2
53952,835018,0,0
53953,835025,1,2
53954,833909,0,2
53955,787798,3,0
53956,787801,1,1
53957,811678,1,0
53958,811678,1,0
53959,787802,1,0
53960,802848,1,1
53961,814261,1,1
53962,814274,1,1
53963,838811,1,1
53964,838891,1,0
53965,838893,2,2
53966,776777,2,1
53967,830493,1,1
53968,838585,1,0
53969,776778,2,0
53970,807923,3,2
53971,838173,3,1
53972,838174,2,1
53973,838894,2,2
53974,838895,2,3
53975,838966,2,0
53976,839214,2,1
53977,830485,5,0
53978,830486,1,1
53979,830490,0,1
53980,837389,2,0
53981,807569,4,0
53982,837390,0,2
53983,837387,3,0
53984,807574,1,0
53985,807575,2,1
53986,807577,0,2
53987,809398,0,1
53988,829300,0,3
53989,839215,1,0
53990,830483,1,2
53991,837436,2,0
53992,837388,0,0
53993,834607,1,2
53994,830489,1,1
53995,817185,2,1
53996,832541,3,1
53997,832554,0,2
53998,834612,0,0
53999,827254,0,2
54000,773859,1,0
54001,788473,0,2
54002,793112,1,1
54003,796382,0,3
54004,796799,2,1
54005,798607,4,0
54006,800167,3,3
54007,820464,2,2
54008,829375,0,0
54009,832543,3,1
54010,836915,4,1
54011,797731,0,1
54012,797732,1,3
54013,797733,1,0
54014,797734,2,2
54015,800788,2,0
54016,800790,1,0
54017,800800,1,0
54018,805727,0,3
54019,774591,2,1
54020,798240,2,0
54021,798242,1,1
54022,799664,0,0
54023,799680,1,2
54024,801333,1,0
54025,801568,1,1
54026,825051,1,1
54027,827831,0,0
54028,827836,2,0
54029,832510,1,1
54030,834148,1,1
54031,834605,2,2
54032,836786,3,1
54033,836787,0,1
54034,836811,1,1
54035,836812,1,0
54036,837533,1,2
54037,798259,3,2
54038,798882,3,2
54039,799654,1,1
54040,799671,3,0
54041,801637,1,3
54042,817790,2,0
54043,827007,2,0
54044,838154,3,2
54045,839246,1,4
54046,839247,3,1
54047,795006,0,1
54048,795008,1,4
54049,795009,1,1
54050,795010,1,2
54051,795011,4,1
54052,795761,2,3
54053,795763,4,2
54054,795764,2,2
54055,795765,0,0
54056,795766,0,0
54057,795768,0,1
54058,795769,0,2
54059,795770,0,1
54060,814024,0,1
54061,820772,2,1
54062,820774,1,0
54063,820776,3,2
54064,820778,2,0
54065,820780,2,0
54066,820782,0,2
54067,820784,2,2
54068,820786,2,2
54069,837251,1,1
54070,839249,2,0
54071,775444,0,0
54072,799276,1,1
54073,791790,1,2
54074,793113,0,1
54075,795366,1,1
54076,797735,2,2
54077,798423,0,2
54078,798442,4,1
54079,800701,0,2
54080,802146,2,4
54081,802607,2,2
54082,820788,0,0
54083,833649,3,3
54084,767024,0,0
54085,771841,2,3
54086,771843,2,1
54087,793373,2,0
54088,797176,2,0
54089,798440,1,0
54090,798449,0,2
54091,839255,1,1
54092,775443,0,0
54093,838131,0,2
54094,838139,4,2
54095,783714,2,2
54096,768748,3,0
54097,773056,2,1
54098,811679,6,2
54099,768748,3,0
54100,773056,2,1
54101,811679,6,2
54102,827744,2,3
54103,768742,0,4
54104,783522,1,1
54105,793996,0,3
54106,802571,1,0
54107,793997,0,2
54108,767779,1,0
54109,778543,0,1
54110,776600,3,2
54111,776601,1,2
54112,776602,2,1
54113,776604,0,1
54114,776605,2,1
54115,776606,2,1
54116,779193,2,1
54117,779194,3,3
54118,838562,0,1
54119,838547,0,1
54120,802850,0,1
54121,839310,1,2
54122,782132,3,0
54123,838543,2,2
54124,823203,1,1
54125,823200,0,2
54126,823201,2,0
54127,823202,3,0
54128,830116,1,1
54129,830119,3,0
54130,830120,2,3
54131,830121,0,2
54132,830276,0,0
54133,800145,2,0
54134,802849,3,2
54135,812813,0,0
54136,814252,2,1
54137,814268,0,1
54138,814293,0,6
54139,828850,1,1
54140,776603,2,0
54141,776607,0,0
54142,776599,0,1
54143,807841,1,2
54144,807922,4,1
54145,828849,1,1
54146,836939,4,1
54147,837148,1,2
54148,838394,1,1
54149,838967,2,1
54150,839352,4,2
54151,839682,0,3
54152,809011,1,1
54153,827245,0,1
54154,775137,0,0
54155,781644,0,4
54156,781651,0,4
54157,781659,0,3
54158,783156,2,4
54159,783157,0,0
54160,783158,4,1
54161,783159,1,1
54162,783160,7,4
54163,788461,2,3
54164,797175,0,1
54165,799054,3,2
54166,800789,1,1
54167,800799,3,3
54168,805055,0,3
54169,807920,4,0
54170,809401,2,0
54171,809723,0,6
54172,814272,1,0
54173,814273,0,4
54174,817184,4,0
54175,817186,1,2
54176,817188,2,0
54177,817189,1,1
54178,821677,2,1
54179,821684,3,2
54180,825048,3,2
54181,825054,1,1
54182,825102,2,3
54183,825884,5,3
54184,825885,3,2
54185,825937,5,2
54186,825946,3,2
54187,825947,2,1
54188,825954,2,0
54189,825955,7,4
54190,831921,0,1
54191,834126,2,1
54192,838812,6,0
54193,839169,3,0
54194,839361,7,0
54195,776779,1,0
54196,793382,1,1
54197,825945,1,3
54198,825948,0,1
54199,836924,2,1
54200,782127,0,2
54201,782128,5,2
54202,782129,2,0
54203,782130,2,2
54204,782133,1,1
54205,792409,0,0
54206,781873,4,0
54207,795762,1,3
54208,799668,2,3
54209,799670,1,5
54210,799681,2,2
54211,801316,3,2
54212,801336,0,0
54213,803249,5,1
54214,803258,1,0
54215,807119,0,1
54216,809400,1,0
54217,809902,3,1
54218,809903,2,0
54219,809911,0,0
54220,814280,3,1
54221,814286,2,1
54222,820460,1,0
54223,820461,0,3
54224,820463,1,2
54225,821668,0,0
54226,825077,1,4
54227,825105,1,2
54228,825925,3,3
54229,825953,1,2
54230,829699,1,0
54231,830843,6,2
54232,833860,3,1
54233,833861,0,2
54234,833862,2,0
54235,833863,0,1
54236,834149,0,1
54237,834151,0,0
54238,836926,3,1
54239,836927,2,0
54240,836928,0,0
54241,839355,0,0
54242,839356,4,0
54243,839357,0,0
54244,839358,2,4
54245,839359,2,0
54246,839360,2,5
54247,839362,3,2
54248,839363,0,2
54249,839364,2,1
54250,839365,5,3
54251,776780,4,4
54252,775141,3,2
54253,788474,0,2
54254,788475,0,1
54255,799277,0,0
54256,803265,2,1
54257,809012,2,1
54258,810211,3,2
54259,810213,1,1
54260,810217,5,0
54261,810218,5,0
54262,810219,3,1
54263,810220,1,0
54264,810222,0,0
54265,812670,2,1
54266,812671,5,0
54267,812679,5,1
54268,812796,2,1
54269,812800,2,0
54270,815853,0,0
54271,815915,2,2
54272,815916,0,3
54273,815917,2,1
54274,815922,0,2
54275,821834,3,3
54276,821842,2,2
54277,825330,3,1
54278,825335,1,0
54279,825343,2,2
54280,825349,1,0
54281,825888,3,1
54282,828243,4,0
54283,828244,1,1
54284,828245,2,1
54285,828270,2,0
54286,828272,2,1
54287,828276,2,1
54288,832090,3,1
54289,838970,0,0
54290,775138,3,1
54291,775142,3,0
54292,778354,1,1
54293,792781,2,5
54294,798693,2,2
54295,798694,1,1
54296,800418,1,1
54297,801328,3,1
54298,801332,1,3
54299,801569,1,3
54300,801635,2,3
54301,801636,1,0
54302,802142,0,1
54303,803243,0,2
54304,805049,0,2
54305,805905,0,2
54306,807291,1,2
54307,807318,6,1
54308,807321,1,2
54309,807322,0,1
54310,807840,5,1
54311,811078,1,1
54312,811086,5,0
54313,811088,2,1
54314,811089,2,0
54315,811090,2,0
54316,811466,4,0
54317,812455,1,1
54318,812458,3,1
54319,812461,1,1
54320,812462,0,1
54321,812472,2,1
54322,812474,1,3
54323,818048,2,0
54324,818049,0,3
54325,822721,0,1
54326,822727,0,0
54327,822728,2,2
54328,822729,1,1
54329,822731,1,1
54330,825067,0,4
54331,825097,0,1
54332,825107,1,1
54333,825255,2,2
54334,825256,1,0
54335,825257,0,0
54336,825258,3,1
54337,825260,0,0
54338,825887,1,1
54339,825927,1,4
54340,825942,1,2
54341,825952,2,2
54342,825957,1,1
54343,826944,1,2
54344,826949,1,2
54345,826992,0,1
54346,827248,4,1
54347,827835,3,3
54348,829376,1,1
54349,833650,1,0
54350,833651,2,1
54351,833652,1,0
54352,833658,1,0
54353,833928,3,0
54354,833929,2,1
54355,833931,0,3
54356,833936,3,0
54357,836911,2,1
54358,837711,3,1
54359,839370,3,0
54360,839371,2,2
54361,839380,0,5
54362,839381,9,0
54363,839403,1,0
54364,839404,0,0
54365,839405,2,1
54366,839406,2,2
54367,839505,1,3
54368,839506,0,1
54369,839507,1,2
54370,829299,1,0
54371,835518,3,2
54372,837391,1,0
54373,774592,4,1
54374,781666,1,3
54375,793116,2,2
54376,798258,0,1
54377,798441,0,3
54378,798448,1,2
54379,799055,1,1
54380,799058,2,2
54381,800142,0,2
54382,800164,5,1
54383,800685,0,0
54384,800688,0,1
54385,800695,2,1
54386,800696,0,2
54387,800698,4,2
54388,801634,0,2
54389,807295,2,1
54390,809990,0,0
54391,812191,1,1
54392,812192,1,3
54393,812193,1,0
54394,812194,0,0
54395,812195,4,1
54396,812203,1,1
54397,818050,1,2
54398,822044,2,3
54399,822056,0,3
54400,822058,2,1
54401,822059,1,1
54402,822060,1,0
54403,827837,0,3
54404,839372,2,2
54405,839378,6,0
54406,839379,5,2
54407,777100,3,0
54408,778360,0,1
54409,792399,2,2
54410,792403,5,1
54411,792404,0,3
54412,792407,2,0
54413,792408,1,3
54414,792415,1,0
54415,792764,0,1
54416,792768,1,0
54417,792769,0,1
54418,792770,2,1
54419,792771,2,1
54420,792772,1,2
54421,792773,3,1
54422,792778,1,0
54423,792780,2,2
54424,792782,2,0
54425,792793,2,1
54426,793371,2,1
54427,793372,2,1
54428,793374,2,0
54429,793376,0,0
54430,793377,1,2
54431,793378,3,0
54432,793379,0,0
54433,793380,0,0
54434,793381,1,0
54435,794168,0,0
54436,794169,0,1
54437,794170,4,0
54438,794171,1,1
54439,794172,2,1
54440,794173,2,1
54441,794848,0,0
54442,794849,0,1
54443,794850,2,0
54444,794851,1,1
54445,794852,1,2
54446,794853,5,0
54447,796993,8,0
54448,797173,1,1
54449,797174,2,0
54450,797177,1,2
54451,797891,0,1
54452,797892,1,0
54453,797893,4,2
54454,797894,0,1
54455,797895,2,1
54456,800416,1,1
54457,800417,1,1
54458,800420,2,1
54459,800421,2,1
54460,800431,3,0
54461,801334,0,0
54462,801335,0,1
54463,803257,3,1
54464,803847,1,1
54465,803848,2,1
54466,803850,2,2
54467,803853,1,1
54468,803857,0,2
54469,803858,1,1
54470,803859,2,1
54471,803876,0,1
54472,803880,1,1
54473,803881,0,1
54474,803882,1,1
54475,803883,2,0
54476,808637,3,0
54477,809402,0,0
54478,809409,0,1
54479,809410,1,2
54480,811081,1,0
54481,818307,2,0
54482,818308,2,1
54483,818309,3,2
54484,818310,1,1
54485,818311,2,2
54486,818312,1,2
54487,818313,0,0
54488,818314,1,2
54489,818315,1,0
54490,818316,1,1
54491,818770,1,2
54492,818771,1,3
54493,818772,0,3
54494,818773,2,2
54495,818774,0,1
54496,818775,1,2
54497,818776,1,2
54498,818777,2,0
54499,818778,1,0
54500,818779,1,1
54501,818780,0,0
54502,819522,1,0
54503,821061,1,1
54504,821062,3,0
54505,821063,1,0
54506,821064,3,1
54507,821065,2,0
54508,821066,0,3
54509,822411,3,0
54510,822412,2,1
54511,822418,0,0
54512,822419,3,2
54513,822472,0,0
54514,822477,1,2
54515,822486,2,1
54516,824242,0,1
54517,824253,2,2
54518,824260,1,3
54519,824261,1,1
54520,824262,1,0
54521,824264,0,2
54522,824266,3,1
54523,824267,3,1
54524,824270,1,1
54525,824271,0,1
54526,824273,1,2
54527,824276,1,1
54528,825951,0,2
54529,827834,2,4
54530,827839,0,0
54531,827854,2,2
54532,828560,1,3
54533,828561,1,3
54534,828562,3,1
54535,828564,3,0
54536,828566,0,2
54537,828568,2,0
54538,828579,3,7
