,bisai,host,guest
1494,748072,1,1
1495,748074,0,2
1496,748087,2,1
1497,748115,2,1
1498,748116,4,1
1499,748120,1,0
1500,748129,0,1
1501,748130,0,1
1502,748131,2,3
1503,748133,0,3
1504,748135,0,4
1505,748136,3,1
1506,748138,0,1
1507,748143,2,0
1508,748144,2,2
1509,748146,4,1
1510,748148,2,2
1511,748149,1,2
1512,748150,1,1
1513,748152,2,3
1514,748153,2,2
1515,748154,1,3
1516,748155,0,2
1517,748156,2,0
1518,748163,3,2
1519,748170,0,3
1520,748216,6,1
1521,748223,3,1
1522,748245,1,0
1523,748254,4,2
1524,748309,0,3
1525,748310,4,1
1526,748324,1,0
1527,748354,4,0
1528,748376,3,1
1529,748383,2,0
1530,748387,4,1
1531,748396,1,2
1532,748398,0,2
1533,748415,0,4
1534,748458,0,1
1535,748472,2,1
1536,748494,1,0
1537,748500,0,1
1538,748593,1,0
1539,748602,1,1
1540,748728,2,1
1541,748741,1,0
1542,748752,3,1
1543,748773,1,2
1544,748781,0,0
1545,748787,0,0
1546,759474,0,2
1547,760185,3,0
1548,764297,2,1
1549,764313,1,1
1550,764364,1,1
1551,764499,0,3
1552,704322,1,0
1553,704325,3,1
1554,710931,5,1
1555,712042,0,0
1556,713794,1,0
1557,715550,1,1
1558,721362,2,3
1559,722878,0,3
1560,728900,0,1
1561,736698,1,0
1562,736711,3,2
1563,736737,1,2
1564,737008,2,1
1565,746503,1,3
1566,746504,1,1
1567,746506,2,0
1568,764051,4,1
1569,764052,0,0
1570,764056,0,1
1571,764058,1,1
1572,764184,2,1
1573,764185,0,1
1574,764186,1,0
1575,764292,0,0
1576,764301,0,0
1577,764302,3,0
1578,764305,1,0
1579,764311,1,4
1580,767994,0,0
1581,767995,0,2
1582,708838,3,1
1583,709640,2,1
1584,738890,4,2
1585,704130,2,0
1586,720361,2,3
1587,720381,1,1
1588,720387,1,1
1589,720394,1,2
1590,720412,1,0
1591,723530,0,0
1592,739051,1,2
1593,742927,1,1
1594,743108,3,1
1595,748483,2,2
1596,763277,4,1
1597,764858,0,0
1598,765006,1,2
1599,736035,0,2
1600,736039,2,1
1601,736045,2,0
1602,742913,0,0
1603,703655,1,1
1604,711199,2,0
1605,726932,2,1
1606,739137,1,0
1607,704914,2,2
1608,714890,1,0
1609,720372,0,0
1610,720373,2,0
1611,720389,1,1
1612,702659,2,3
1613,702676,1,1
1614,703838,1,0
1615,705976,2,1
1616,717226,0,1
1617,717229,2,0
1618,721314,2,1
1619,734164,5,1
1620,738912,2,3
1621,738938,2,0
1622,738956,0,2
1623,738962,1,0
1624,739042,3,2
1625,739088,1,1
1626,739203,2,1
1627,740477,3,2
1628,740479,2,1
1629,764242,1,0
1630,709642,5,2
1631,739905,2,3
1632,764054,1,0
1633,708840,1,2
1634,728907,3,0
1635,747050,0,2
1636,763276,8,2
1637,771432,1,1
1638,704538,0,1
1639,740486,1,0
1640,726938,2,1
1641,736034,1,1
1642,764862,1,1
1643,703846,3,0
1644,734143,4,0
1645,739236,2,2
1646,740478,1,0
1647,771433,0,0
1648,771434,2,1
1649,771435,1,0
1650,741070,3,1
1651,714882,0,0
1652,765007,3,2
1653,681057,1,0
1654,681062,4,2
1655,681063,1,1
1656,681082,0,0
1657,681096,0,1
1658,681101,3,2
1659,681105,1,1
1660,681147,2,1
1661,704537,0,0
1662,714018,2,1
1663,714077,2,0
1664,714083,1,3
1665,728605,4,3
1666,736724,1,2
1667,702674,3,1
1668,716002,0,0
1669,728624,5,1
1670,728629,3,3
1671,734173,1,1
1672,734823,2,0
1673,734827,3,0
1674,734829,1,1
1675,734831,3,0
1676,743615,1,3
1677,743628,2,0
1678,743631,0,0
1679,757384,4,1
1680,757407,1,0
1681,757413,2,3
1682,764765,1,1
1683,717238,0,0
1684,716466,1,1
1685,716467,2,1
1686,716470,4,2
1687,716471,0,1
1688,716472,5,2
1689,716473,2,1
1690,716474,0,0
1691,739893,2,1
1692,743619,2,3
1693,714031,3,0
1694,757393,0,0
1695,764836,0,0
1696,716465,2,1
1697,757389,2,0
1698,757389,2,0
1699,716023,0,2
1700,764837,0,0
1701,735297,1,0
1702,757611,0,2
1703,677887,0,2
1704,757597,1,0
1705,757625,1,0
1706,757640,1,3
1707,757666,3,0
1708,757710,4,0
1709,757714,3,0
1710,762648,2,0
1711,763986,0,3
1712,764860,1,2
1713,764865,2,0
1714,715019,0,1
1715,715026,2,2
1716,750162,0,0
1717,720374,4,0
1718,757735,0,2
1719,764866,0,1
1720,764869,0,1
1721,715040,0,1
1722,734172,5,2
1723,741359,0,2
1724,741360,0,0
1725,738945,0,3
1726,756233,2,0
1727,708860,2,0
1728,711348,2,0
1729,715064,2,0
1730,728916,1,1
1731,737052,0,0
1732,741352,0,3
1733,741368,1,2
1734,743295,1,0
1735,740480,1,0
1736,736040,0,0
1737,764864,1,1
1738,766804,3,2
1739,766805,1,2
1740,767372,1,2
1741,771154,2,0
1742,771155,0,2
1743,771157,3,2
1744,771158,3,2
1745,771159,2,5
1746,771160,1,2
1747,741056,1,2
1748,703834,0,0
1749,720371,1,1
1750,734170,1,1
1751,736701,0,2
1752,739184,0,0
1753,714885,2,2
1754,742411,0,1
1755,742415,1,2
1756,742417,1,0
1757,742420,3,1
1758,742427,4,2
1759,742434,2,1
1760,704320,0,3
1761,741062,1,1
1762,705069,3,2
1763,742438,0,2
1764,709949,2,1
1765,740483,2,2
1766,724163,1,2
1767,764365,0,1
1768,705990,1,2
1769,717239,3,0
1770,736704,1,3
1771,770921,0,2
1772,734933,4,0
1773,734941,4,1
1774,728628,1,3
1775,752390,4,1
1776,752632,1,1
1777,752634,1,1
1778,710926,0,0
1779,736481,0,3
1780,741956,0,1
1781,764849,0,0
1782,764888,3,0
1783,765025,0,3
1784,765026,0,1
1785,751872,2,0
1786,751867,1,2
1787,751866,3,0
1788,751875,4,0
1789,764256,2,2
1790,764258,1,1
1791,763491,1,1
1792,729849,1,1
1793,729857,4,2
1794,765198,0,0
1795,740707,2,2
1796,763363,0,0
1797,725092,3,2
1798,725099,0,1
1799,725104,1,1
1800,752838,3,1
1801,752839,0,1
1802,752840,3,1
1803,752841,0,2
1804,752842,4,0
1805,752843,3,0
1806,752847,2,0
1807,752848,1,1
1808,764118,2,0
1809,757387,1,0
1810,757392,1,0
1811,757404,0,2
1812,765065,2,4
1813,771436,2,1
1814,771437,2,0
1815,771438,1,1
1816,771439,0,0
1817,771436,2,1
1818,771437,2,0
1819,771438,1,1
1820,771439,0,0
1821,757406,1,0
1822,739884,3,2
1823,739885,1,2
1824,739888,3,0
1825,739890,2,1
1826,739892,2,3
1827,739906,2,1
1828,765034,2,0
1829,765064,1,3
1830,752388,1,2
1831,752391,0,1
1832,752633,2,1
1833,752635,1,1
1834,765033,2,4
1835,752389,4,4
1836,764494,1,1
1837,765215,1,2
1838,764496,0,0
1839,764729,2,1
1840,765214,1,2
1841,756208,0,0
1842,756211,1,0
1843,764861,1,3
1844,756135,3,0
1845,756137,2,1
1846,756140,0,2
1847,756155,5,1
1848,756158,4,3
1849,756159,1,5
1850,756165,1,0
1851,756166,0,0
1852,756168,1,1
1853,756178,0,1
1854,757395,2,1
1855,757401,1,0
1856,771487,0,0
1857,756143,0,2
1858,756145,2,0
1859,756150,1,2
1860,756156,1,2
1861,756173,0,1
1862,756176,2,0
1863,756212,0,3
1864,756215,1,0
1865,756216,2,0
1866,756218,3,0
1867,756219,0,1
1868,756221,0,3
1869,765085,1,0
1870,705701,0,1
1871,757684,1,6
1872,757718,1,1
1873,705699,2,0
1874,730887,1,0
1875,740091,2,1
1876,711358,0,3
1877,740089,1,2
1878,741349,1,2
1879,741369,2,0
1880,764491,3,0
1881,741350,2,2
1882,741354,1,2
1883,770945,2,1
1884,770946,1,0
1885,770947,0,1
1886,770948,1,0
1887,770949,0,2
1888,770950,3,0
1889,770951,1,1
1890,770952,3,0
1891,770953,2,1
1892,770954,0,0
1893,764492,0,1
1894,765212,2,1
1895,764495,4,0
1896,770942,1,1
1897,770943,1,0
1898,770944,2,1
1899,764490,2,1
1900,765213,1,1
1901,740087,0,1
1902,740096,1,4
1903,708856,1,2
1904,716534,3,1
1905,721364,1,1
1906,709960,0,1
1907,709966,1,1
1908,709967,0,0
1909,759252,1,0
1910,712001,1,1
1911,728914,4,1
1912,729881,1,1
1913,718448,3,2
1914,743078,0,1
1915,702740,2,0
1916,702749,1,1
1917,702762,0,1
1918,702764,2,0
1919,702766,0,1
1920,702768,2,2
1921,702784,2,3
1922,704937,1,1
1923,705054,4,5
1924,705076,0,1
1925,705083,4,3
1926,705085,0,0
1927,705086,0,0
1928,705089,2,2
1929,705092,1,2
1930,705093,0,1
1931,705102,4,1
1932,727240,1,0
1933,727383,1,0
1934,727399,1,1
1935,702683,3,0
1936,704558,0,0
1937,708853,2,1
1938,709649,3,2
1939,713814,2,2
1940,750174,2,2
1941,765287,1,5
1942,706585,0,1
1943,708037,2,0
1944,711204,2,4
1945,734180,1,4
1946,741769,2,1
1947,717223,0,1
1948,760299,0,2
1949,760297,0,2
1950,705697,1,1
1951,764446,3,1
1952,752115,5,2
1953,757746,0,3
1954,705703,3,3
1955,717712,2,2
1956,757704,1,0
1957,717707,0,4
1958,717797,1,3
1959,757653,3,0
1960,757773,6,0
1961,757775,0,4
1962,757805,3,4
1963,753501,0,0
1964,730891,4,0
1965,745705,5,1
1966,728904,1,0
1967,745686,1,2
1968,765182,4,0
1969,709948,2,3
1970,709950,1,1
1971,709968,0,2
1972,711343,1,0
1973,711359,2,0
1974,717794,2,1
1975,717799,2,0
1976,743296,3,0
1977,743312,1,1
1978,743313,1,1
1979,743341,0,0
1980,740095,1,0
1981,706553,2,0
1982,717798,2,2
1983,725456,2,0
1984,725457,2,1
1985,725460,2,1
1986,725548,1,0
1987,725549,4,0
1988,725550,2,1
1989,725551,3,2
1990,725552,0,0
1991,740093,2,0
1992,764867,2,2
1993,764870,4,1
1994,770765,3,1
1995,770766,1,4
1996,770767,0,2
1997,770769,0,0
1998,770770,0,1
1999,702737,1,0
2000,711994,4,0
2001,712008,0,2
2002,712032,1,0
2003,712035,1,0
2004,712039,1,1
2005,712046,0,2
2006,712138,0,3
2007,712174,4,1
2008,712210,2,0
2009,718440,5,0
2010,718445,0,3
2011,718451,1,0
2012,718454,1,1
2013,722877,5,1
2014,722880,0,0
2015,728230,1,3
2016,728396,1,3
2017,730457,3,2
2018,730475,0,2
2019,730523,2,4
2020,730553,3,0
2021,735678,2,1
2022,736038,3,1
2023,738163,1,1
2024,741075,0,0
2025,742916,1,1
2026,742918,1,2
2027,743173,2,0
2028,763092,3,0
2029,764260,1,3
2030,764263,1,0
2031,765169,1,1
2032,765170,1,0
2033,765223,1,0
2034,770958,0,0
2035,770959,1,0
2036,770960,2,2
2037,770961,1,4
2038,770962,0,1
2039,770963,2,1
2040,770964,1,2
2041,770965,0,2
2042,770966,1,1
2043,770967,8,2
2044,770968,1,2
2045,770969,3,1
2046,770970,4,4
2047,770971,2,0
2048,717787,2,0
2049,729873,2,2
2050,729887,1,1
2051,735682,1,0
2052,748159,1,2
2053,748673,3,0
2054,748692,1,1
2055,748924,2,1
2056,759253,2,0
2057,759254,1,1
2058,759255,1,2
2059,759256,1,1
2060,759257,3,1
2061,759258,1,2
2062,721365,0,2
2063,728906,1,1
2064,730058,1,1
2065,743321,3,1
2066,746507,3,1
2067,746511,0,4
2068,746516,2,0
2069,746519,0,1
2070,748239,1,2
2071,748252,0,0
2072,750120,2,2
2073,750138,0,1
2074,750140,1,0
2075,750142,0,1
2076,750146,0,1
2077,750158,0,0
2078,750164,4,2
2079,750168,0,1
2080,756243,2,1
2081,764983,1,0
2082,765210,0,1
2083,708740,1,2
2084,708847,1,0
2085,709638,0,4
2086,709641,0,0
2087,709645,1,0
2088,709648,1,2
2089,709656,3,3
2090,711205,2,1
2091,711206,3,1
2092,711209,0,2
2093,738934,1,0
2094,703703,2,0
2095,705993,1,1
2096,705994,1,0
2097,705999,2,0
2098,706003,0,1
2099,706012,1,1
2100,706018,1,0
2101,706583,2,2
2102,706590,5,3
2103,706591,2,1
2104,706593,0,0
2105,706598,0,0
2106,706599,3,1
2107,706602,0,1
2108,706604,6,1
2109,706609,5,0
2110,706610,0,1
2111,706722,0,2
2112,706747,3,1
2113,706765,1,2
2114,706779,1,1
2115,706780,0,3
2116,706783,1,4
2117,706786,2,1
2118,706791,0,1
2119,706792,1,2
2120,706798,0,4
2121,706809,1,0
2122,706811,1,1
2123,706934,2,3
2124,706938,2,3
2125,706957,2,3
2126,706962,2,0
2127,706968,0,0
2128,706971,0,1
2129,706972,1,1
2130,706981,2,0
2131,706983,3,0
2132,706984,2,1
2133,706989,4,1
2134,706992,4,0
2135,708038,0,2
2136,708041,2,1
2137,708043,2,0
2138,708045,0,1
2139,708078,0,1
2140,708096,2,1
2141,708097,0,4
2142,708101,2,2
2143,708104,0,2
2144,708151,2,3
2145,708159,3,1
2146,708168,2,1
2147,708184,1,4
2148,708191,2,2
2149,708217,1,2
2150,708234,0,1
2151,708236,2,1
2152,708244,2,3
2153,711338,0,1
2154,711345,1,0
2155,716556,0,1
2156,720395,2,1
2157,724174,2,0
2158,724194,2,1
2159,724445,3,2
2160,724721,3,0
2161,730895,7,2
2162,733123,2,2
2163,733126,1,0
2164,733130,0,0
2165,733140,3,2
2166,733141,0,2
2167,733142,3,3
2168,733144,3,4
2169,733150,2,1
2170,733155,2,1
2171,733162,3,1
2172,733168,1,1
2173,733694,3,0
2174,733700,4,0
2175,733709,2,4
2176,733712,2,4
2177,733726,2,1
2178,733727,1,2
2179,733729,2,2
2180,734175,0,0
2181,737050,1,0
2182,739222,2,0
2183,741749,4,0
2184,741756,0,2
2185,741757,3,0
2186,741765,2,3
2187,741770,2,3
2188,742921,1,2
2189,743068,0,0
2190,746909,1,1
2191,746929,3,0
2192,746930,1,1
2193,746940,5,3
2194,746946,3,1
2195,746965,1,2
2196,746967,2,3
2197,746975,4,1
2198,746981,2,1
2199,747018,4,1
2200,753407,0,1
2201,764871,1,2
2202,764874,2,1
2203,770956,1,1
2204,770957,3,1
2205,736020,0,0
2206,738997,2,2
2207,741078,1,3
2208,742917,0,0
2209,705065,3,0
2210,764264,2,1
2211,765288,3,0
2212,765292,4,3
2213,717234,2,1
2214,717241,1,1
2215,717242,2,1
2216,721368,5,3
2217,729874,1,0
2218,765232,0,1
2219,702689,2,1
2220,729896,1,1
2221,738971,4,0
2222,739000,2,0
2223,741074,2,0
2224,741077,2,2
2225,746912,1,0
2226,747070,3,1
2227,753497,2,1
2228,765211,0,2
2229,765291,1,0
2230,704548,3,0
2231,708848,1,0
2232,713811,2,0
2233,720388,1,1
2234,728911,0,5
2235,728917,1,0
2236,734171,3,0
2237,736736,2,1
2238,738981,3,0
2239,739016,2,4
2240,740489,1,1
2241,742281,1,3
2242,763288,4,4
2243,740490,0,1
2244,703612,6,0
2245,703645,1,0
2246,703650,2,1
2247,704928,0,2
2248,706001,4,1
2249,709643,1,1
2250,736023,1,2
2251,739279,3,0
2252,764868,3,0
2253,741080,1,2
2254,739245,0,0
2255,742736,3,2
2256,729868,4,0
2257,704932,2,2
2258,704935,0,1
2259,702680,3,2
2260,702681,3,1
2261,702692,3,3
2262,702711,2,0
2263,704547,1,3
2264,704555,3,3
2265,704647,2,1
2266,713795,3,0
2267,713797,1,0
2268,713810,0,0
2269,713940,1,1
2270,734179,0,0
2271,740497,2,4
2272,753503,3,0
2273,728615,1,1
2274,738951,1,0
2275,763364,1,1
2276,704918,1,2
2277,736726,3,0
2278,728631,0,0
2279,717235,0,1
2280,728614,3,0
2281,734190,1,0
2282,728634,3,2
2283,728635,0,1
2284,728634,3,2
2285,728635,0,1
2286,760334,3,1
2287,760298,1,4
2288,752118,0,1
2289,716539,0,4
2290,717713,1,1
2291,738180,0,0
2292,739017,0,1
2293,753498,1,4
2294,753500,2,0
2295,753499,2,0
2296,720402,3,2
2297,734176,2,1
2298,738167,2,1
2299,738894,1,0
2300,738895,3,1
2301,739037,1,1
2302,739040,2,0
2303,739046,6,1
2304,739089,0,0
2305,739104,0,0
2306,739131,2,0
2307,739145,2,1
2308,739162,4,0
2309,739172,1,1
2310,739179,1,1
2311,739191,1,1
2312,740496,2,1
2313,745779,0,3
2314,745786,3,1
2315,745789,1,0
2316,745791,0,0
2317,753496,0,3
2318,763283,0,9
2319,720383,0,1
2320,739015,2,2
2321,740491,1,1
2322,704929,3,1
2323,728922,3,2
2324,736725,1,1
2325,743314,2,0
2326,743329,0,2
2327,745690,1,1
2328,745695,0,2
2329,745696,2,1
2330,745698,2,0
2331,745699,1,1
2332,745703,0,0
2333,745704,2,0
2334,745772,1,2
2335,745777,3,0
2336,745783,0,1
2337,745788,2,4
2338,745790,2,0
2339,753502,1,0
2340,717800,0,3
2341,739031,1,1
2342,709947,2,0
2343,709954,0,1
2344,709961,1,2
2345,725458,0,3
2346,725459,1,0
2347,764872,1,3
2348,770768,1,2
2349,751865,3,1
2350,751869,0,3
2351,702673,0,0
2352,708106,4,1
2353,711203,0,0
2354,716536,5,0
2355,716537,4,2
2356,716561,3,0
2357,722875,4,1
2358,730406,2,3
2359,730555,3,2
2360,736025,2,0
2361,738170,3,2
2362,742735,4,0
2363,742922,1,3
2364,743103,1,1
2365,743163,1,0
2366,763287,3,0
2367,764261,1,3
2368,764987,2,1
2369,765167,2,1
2370,765168,2,1
2371,765171,1,0
2372,765172,1,0
2373,765177,1,1
2374,765178,1,2
2375,722870,0,2
2376,722871,2,0
2377,722873,3,1
2378,722879,0,2
2379,704543,1,3
2380,704913,2,0
2381,704931,1,1
2382,706007,3,0
2383,713672,0,1
2384,729882,0,0
2385,729883,0,0
2386,735707,1,1
2387,742737,1,5
2388,742740,3,2
2389,747419,1,1
2390,747457,4,1
2391,747458,1,1
2392,747487,1,0
2393,747494,0,0
2394,748151,2,0
2395,748162,2,2
2396,748177,0,1
2397,748181,2,2
2398,748182,1,0
2399,748184,2,1
2400,748187,2,2
2401,748189,2,1
2402,748190,0,1
2403,748191,1,1
2404,748195,1,0
2405,748196,1,2
2406,748197,0,1
2407,748200,0,0
2408,748201,1,1
2409,748202,1,0
2410,748203,1,2
2411,748204,3,2
2412,748208,1,1
2413,748210,1,0
2414,748211,1,1
2415,748214,3,1
2416,748217,3,2
2417,748219,3,0
2418,748220,2,1
2419,748226,4,1
2420,748228,3,2
2421,748229,5,2
2422,748233,1,1
2423,748244,1,1
2424,748246,3,1
2425,748251,1,0
2426,748253,1,2
2427,748256,3,2
2428,748258,1,1
2429,748261,0,4
2430,748263,1,1
2431,748265,0,0
2432,748266,1,0
2433,748270,4,2
2434,748301,2,2
2435,748345,1,3
2436,748372,1,0
2437,748386,2,1
2438,748409,0,0
2439,748411,1,1
2440,748420,1,2
2441,748437,1,0
2442,748447,2,0
2443,748449,3,0
2444,748453,1,2
2445,748459,2,2
2446,748461,2,0
2447,748469,0,1
2448,748479,6,0
2449,748504,1,1
2450,748571,0,0
2451,748599,1,0
2452,748608,1,0
2453,748678,2,1
2454,748703,3,0
2455,748713,0,0
2456,748724,0,1
2457,748743,3,0
2458,757111,3,5
2459,759259,1,1
2460,759473,3,1
2461,760184,1,2
2462,713813,2,2
2463,721366,3,2
2464,722869,2,4
2465,728955,1,1
2466,736715,0,0
2467,736716,0,1
2468,736722,1,2
2469,737044,2,1
2470,746508,0,1
2471,746515,4,0
2472,746517,2,0
2473,748240,3,1
2474,763278,3,0
2475,708852,2,1
2476,709636,1,1
2477,720382,1,0
2478,720391,2,1
2479,720392,3,2
2480,720393,1,0
2481,720399,1,1
2482,720405,2,1
2483,720416,2,1
2484,720439,1,2
2485,739188,2,0
2486,742734,0,9
2487,742923,3,1
2488,763285,0,6
2489,764876,3,1
2490,764980,1,2
2491,764982,1,1
2492,764985,1,2
2493,736021,0,2
2494,736026,2,0
2495,736029,1,0
2496,736031,2,1
2497,738983,0,0
2498,743097,1,0
2499,743140,0,3
2500,703663,1,2
2501,751868,0,1
2502,751877,3,4
2503,764262,2,1
2504,765314,3,3
2505,704920,2,2
2506,702682,3,0
2507,702684,1,0
2508,706022,1,2
2509,717240,0,0
2510,734161,0,0
2511,737048,4,2
2512,738944,0,1
2513,738950,1,0
2514,739012,2,1
2515,739119,0,2
2516,739154,1,0
2517,739158,0,2
2518,739167,3,1
2519,739177,2,2
2520,739227,1,1
2521,740492,3,1
2522,740494,2,1
2523,745114,1,0
2524,709634,1,1
2525,743307,0,2
2526,704545,3,0
2527,708854,3,1
2528,728915,0,1
2529,736739,1,4
2530,737062,0,1
2531,739134,0,0
2532,739882,4,0
2533,739883,1,0
2534,739886,1,0
2535,739887,0,0
2536,739889,2,1
2537,739891,0,1
2538,763280,1,2
2539,740493,2,1
2540,736032,4,0
2541,763282,1,2
2542,764877,0,1
2543,717221,1,1
2544,734183,0,1
2545,740488,0,0
2546,771440,0,2
2547,764981,1,1
2548,741079,0,4
2549,704556,1,0
2550,713803,2,2
2551,763284,5,0
2552,765317,3,0
2553,771441,2,1
2554,771442,2,2
2555,771443,0,0
2556,716455,0,2
2557,736728,2,0
2558,702667,1,0
2559,716447,3,2
2560,716448,1,1
2561,716451,0,3
2562,716459,2,2
2563,716460,0,0
2564,716462,0,2
2565,716463,0,1
2566,716464,1,0
2567,717232,0,2
2568,717236,0,0
2569,734174,1,1
2570,740498,1,2
2571,757396,2,3
2572,757398,2,2
2573,757400,1,1
2574,757402,3,4
2575,771488,1,1
2576,771431,2,2
2577,728621,0,1
2578,765318,2,3
2579,757405,1,1
2580,757405,1,1
2581,716012,0,1
2582,716028,1,0
2583,765086,3,0
2584,770764,3,1
2585,751876,2,0
2586,764875,2,1
2587,765163,1,1
2588,770955,1,2
2589,751874,1,2
2590,751879,0,2
2591,741361,1,0
2592,708842,1,0
2593,721367,1,2
2594,737047,3,2
2595,737058,4,4
2596,741363,1,1
2597,741365,0,1
2598,741367,0,1
2599,743318,1,0
2600,764873,3,0
2601,771161,3,0
2602,771162,3,1
2603,771163,4,2
2604,771164,1,2
2605,771168,2,1
2606,771169,4,2
2607,771170,1,1
2608,771173,3,2
2609,771174,1,2
2610,771175,1,0
2611,728902,3,2
2612,736720,0,0
2613,741076,0,0
2614,742423,4,1
2615,742428,5,0
2616,742435,3,2
2617,742451,1,0
2618,742452,5,1
2619,742453,0,2
2620,742450,2,3
2621,702759,2,0
2622,750152,1,0
2623,734191,1,0
2624,706019,3,1
2625,736729,0,2
2626,728641,4,0
2627,728641,4,0
2628,771528,0,1
2629,757397,0,0
2630,764280,1,0
2631,763473,3,1
2632,764783,3,1
2633,763800,1,3
2634,729894,1,5
2635,763776,3,0
2636,729884,2,1
2637,763818,2,0
2638,709969,0,0
2639,709972,2,0
2640,709973,2,0
2641,709975,2,1
2642,763340,2,2
2643,729875,1,1
2644,762986,0,1
2645,729889,1,2
2646,763788,1,9
2647,709647,2,0
2648,709654,0,0
2649,709658,2,0
2650,709663,0,1
2651,762161,4,4
2652,762167,3,1
2653,750113,1,1
2654,765308,0,4
2655,724127,3,1
2656,733096,0,1
2657,761902,5,2
2658,761905,1,2
2659,762971,1,3
2660,762972,1,0
2661,762988,0,3
2662,763765,0,1
2663,763766,0,2
2664,765056,1,0
2665,765057,0,3
2666,765058,2,1
2667,765059,0,1
2668,765060,4,1
2669,765061,2,0
2670,765066,1,1
2671,765164,0,1
2672,765377,4,3
2673,763344,2,2
2674,764045,2,3
2675,764613,2,0
2676,762171,2,1
2677,762178,8,1
2678,738188,1,3
2679,763489,1,1
2680,720386,0,1
2681,711350,1,0
2682,711357,1,0
2683,711370,1,0
2684,765311,2,0
2685,763486,3,1
2686,725461,1,2
2687,725462,3,2
2688,725463,3,2
2689,725464,0,2
2690,725465,1,1
2691,725553,1,1
2692,725554,0,0
2693,725555,3,0
2694,725556,2,0
2695,725557,1,0
2696,763487,1,0
2697,763794,1,2
2698,736014,3,1
2699,736027,1,1
2700,765389,1,1
2701,765267,0,0
2702,763503,2,2
2703,711352,1,0
2704,711363,0,1
2705,764615,2,1
2706,764619,2,1
2707,765078,0,3
2708,736019,1,1
2709,736022,2,0
2710,736028,1,0
2711,736030,1,0
2712,764612,1,1
2713,764617,2,0
2714,763787,3,0
2715,709962,0,1
2716,709963,1,2
2717,709965,2,1
2718,709970,0,0
2719,709971,1,1
2720,765301,2,2
2721,729888,1,0
2722,729890,0,2
2723,729895,1,1
2724,729898,0,0
2725,736018,2,0
2726,762983,2,4
2727,763345,0,1
2728,762982,2,1
2729,762985,3,0
2730,763472,0,0
2731,709650,4,4
2732,709651,1,2
2733,709657,2,2
2734,709659,0,1
2735,709660,4,1
2736,762173,1,2
2737,762179,0,0
2738,762189,1,0
2739,764943,2,1
2740,764942,0,0
2741,764944,1,4
2742,764945,0,3
2743,765309,1,1
2744,765324,3,1
2745,704905,4,3
2746,762970,1,3
2747,762973,4,0
2748,765062,1,1
2749,763346,1,0
2750,763347,1,1
2751,763351,0,2
2752,763352,1,3
2753,763353,0,0
2754,764614,1,2
2755,764620,2,3
2756,762163,1,1
2757,762172,3,0
2758,762175,2,0
2759,771444,2,1
2760,771445,2,1
2761,771446,3,0
2762,771447,1,2
2763,771444,2,1
2764,771445,2,1
2765,771446,3,0
2766,771447,1,2
2767,765339,0,0
2768,771575,1,1
2769,738178,1,1
2770,763806,1,0
2771,765075,2,1
2772,765258,0,2
2773,751873,1,2
2774,738174,2,1
2775,738183,2,3
2776,763502,1,1
2777,765076,4,1
2778,765081,1,0
2779,765257,1,2
2780,736024,3,0
2781,751892,4,1
2782,763484,0,0
2783,736013,4,2
2784,762984,6,0
2785,765079,2,0
2786,736741,1,3
2787,763782,0,1
2788,762174,2,2
2789,762186,1,0
2790,702773,1,1
2791,727412,1,1
2792,762981,0,4
2793,736746,2,0
2794,764618,1,2
2795,762166,4,1
2796,762181,1,0
2797,705711,2,1
2798,741357,0,0
2799,741364,1,1
2800,741373,2,2
2801,741374,1,1
2802,740098,0,3
2803,740100,0,0
2804,741379,0,0
2805,751894,1,0
2806,765256,1,1
2807,765260,1,1
2808,741371,1,1
2809,741375,1,0
2810,764265,4,2
2811,764267,0,1
2812,740103,1,1
2813,739261,1,2
2814,765262,2,0
2815,765468,1,2
2816,765472,1,0
2817,765259,1,2
2818,751878,4,2
2819,764266,3,2
2820,764268,3,1
2821,740099,1,1
2822,709979,4,1
2823,709987,1,0
2824,709990,0,1
2825,743327,1,1
2826,759260,2,0
2827,759261,0,1
2828,728933,0,1
2829,750159,1,1
2830,742445,1,1
2831,743086,0,3
2832,702743,1,2
2833,702753,1,1
2834,702756,3,1
2835,702761,3,2
2836,702790,0,1
2837,704924,0,0
2838,705061,1,1
2839,705067,4,1
2840,705074,5,3
2841,727244,1,1
2842,727368,2,1
2843,727373,1,1
2844,727391,0,0
2845,727392,3,4
2846,727396,3,1
2847,727397,3,0
2848,727400,0,5
2849,727418,2,2
2850,764996,4,1
2851,702699,2,0
2852,709662,1,2
2853,713823,1,1
2854,706613,0,1
2855,706985,1,1
2856,706995,0,0
2857,711182,0,2
2858,725115,2,1
2859,725123,3,2
2860,734186,0,1
2861,741771,1,0
2862,750154,1,0
2863,717243,4,0
2864,728646,1,0
2865,728646,1,0
2866,771529,1,0
2867,728640,2,1
2868,760301,2,0
2869,760303,2,4
2870,705712,1,0
2871,705709,4,1
2872,728913,0,2
2873,728943,5,0
2874,709974,0,0
2875,709980,3,1
2876,711354,0,2
2877,740092,0,3
2878,743320,1,1
2879,743326,3,1
2880,765310,3,2
