bisai_id,cold,win,draw,lose,big_cold_peilv,normal_peilv,little_cold_peilv
969303,big_cold,2.6,3.65,3.3,3.65,2.6,3.3
1006978,big_cold,3.4,3.9,2.6,3.9,2.6,3.4
971527,normal,1.82,5.0,5.8,5.8,1.82,5.0
991340,normal,1.5,4.96,13.5,13.5,1.5,4.96
980210,normal,1.85,3.65,6.53,6.53,1.85,3.65
1000006,normal,1.27,10.0,17.5,17.5,1.27,10.0
1007260,big_cold,2.2,4.25,3.3,4.25,2.2,3.3
1000009,normal,1.46,5.25,10.95,10.95,1.46,5.25
1006262,little_cold,15.5,6.2,1.45,15.5,1.45,6.2
958698,normal,1.9,3.85,4.77,4.77,1.9,3.85
976059,normal,11.0,5.5,1.45,11.0,1.45,5.5
1007267,normal,1.26,9.0,23.0,23.0,1.26,9.0
1003842,big_cold,1.33,6.47,12.24,12.24,1.33,6.47
980206,big_cold,2.5,3.35,3.86,3.86,2.5,3.35
974475,little_cold,3.25,3.15,2.95,3.25,2.95,3.15
958667,normal,2.85,3.65,2.9,3.65,2.85,2.9
958783,normal,1.85,4.13,4.95,4.95,1.85,4.13
976053,normal,4.18,3.75,2.5,4.18,2.5,3.75
1007248,big_cold,3.7,3.6,2.07,3.7,2.07,3.6
973915,little_cold,2.1,3.7,4.73,4.73,2.1,3.7
1001403,normal,2.16,3.65,6.0,6.0,2.16,3.65
958733,normal,4.85,3.8,1.92,4.85,1.92,3.8
954198,little_cold,2.35,3.76,4.45,4.45,2.35,3.76
1005318,normal,1.8,4.28,5.76,5.76,1.8,4.28
954197,big_cold,1.87,3.7,4.92,4.92,1.87,3.7
1007042,normal,1.5,5.57,9.5,9.5,1.5,5.57
1006669,little_cold,2.45,3.75,3.45,3.75,2.45,3.45
971526,big_cold,1.72,4.35,6.24,6.24,1.72,4.35
962230,normal,2.7,3.7,3.1,3.7,2.7,3.1
956181,normal,2.7,3.9,2.7,3.9,2.7,2.7
956180,normal,1.55,6.0,8.0,8.0,1.55,6.0
973921,little_cold,2.08,3.75,5.12,5.12,2.08,3.75
980211,little_cold,2.31,4.06,3.95,4.06,2.31,3.95
1006285,big_cold,1.41,6.06,8.8,8.8,1.41,6.06
1007162,little_cold,3.05,3.77,2.88,3.77,2.88,3.05
955410,big_cold,2.7,3.35,3.29,3.35,2.7,3.29
1007049,normal,1.7,4.7,6.32,6.32,1.7,4.7
984136,normal,1.77,3.8,6.27,6.27,1.77,3.8
1000004,normal,61.0,15.72,1.09,61.0,1.09,15.72
962454,big_cold,4.0,3.65,2.21,4.0,2.21,3.65
956175,normal,2.2,4.16,4.0,4.16,2.2,4.0
1007048,big_cold,2.6,4.25,4.4,4.4,2.6,4.25
1006666,big_cold,2.85,3.5,2.6,3.5,2.6,2.85
975198,little_cold,2.38,3.15,4.13,4.13,2.38,3.15
955419,big_cold,1.8,4.2,7.75,7.75,1.8,4.2
1005956,little_cold,3.05,3.3,2.75,3.3,2.75,3.05
1007047,normal,41.0,9.5,1.18,41.0,1.18,9.5
1006965,big_cold,2.42,3.94,3.75,3.94,2.42,3.75
1007052,normal,3.6,3.73,2.7,3.73,2.7,3.6
1007164,normal,1.62,4.2,5.0,5.0,1.62,4.2
1003642,little_cold,1.8,3.9,6.5,6.5,1.8,3.9
1007163,normal,2.88,3.84,2.54,3.84,2.54,2.88
1007054,normal,2.55,3.1,2.87,3.1,2.55,2.87
955404,little_cold,2.9,3.5,4.1,4.1,2.9,3.5
955383,big_cold,2.1,3.55,4.6,4.6,2.1,3.55
969300,normal,3.2,3.4,3.79,3.79,3.2,3.4
969289,normal,1.4,7.4,13.04,13.04,1.4,7.4
1007040,normal,2.77,4.86,5.74,5.74,2.77,4.86
962495,little_cold,2.6,3.79,3.3,3.79,2.6,3.3
1003839,normal,28.0,9.75,1.2,28.0,1.2,9.75
955411,big_cold,2.3,3.78,4.91,4.91,2.3,3.78
955853,normal,1.65,4.8,6.6,6.6,1.65,4.8
1007045,normal,2.53,4.05,5.09,5.09,2.53,4.05
955395,little_cold,1.84,4.0,6.3,6.3,1.84,4.0
956177,little_cold,2.9,3.8,3.25,3.8,2.9,3.25
961747,little_cold,2.83,3.75,3.0,3.75,2.83,3.0
1006994,little_cold,1.63,4.5,5.5,5.5,1.63,4.5
956183,normal,9.4,5.4,1.75,9.4,1.75,5.4
984143,big_cold,2.78,3.27,4.0,4.0,2.78,3.27
1006282,normal,1.55,4.75,7.0,7.0,1.55,4.75
955122,normal,2.7,3.45,3.3,3.45,2.7,3.3
956176,normal,3.9,4.05,2.66,4.05,2.66,3.9
956178,big_cold,2.2,4.2,4.78,4.78,2.2,4.2
1006670,normal,1.9,4.2,4.71,4.71,1.9,4.2
1007043,little_cold,2.58,3.62,2.84,3.62,2.58,2.84
1005314,little_cold,1.48,6.0,10.0,10.0,1.48,6.0
974470,normal,2.19,3.55,5.1,5.1,2.19,3.55
1007044,normal,1.8,4.0,4.4,4.4,1.8,4.0
956179,normal,1.45,7.0,14.5,14.5,1.45,7.0
1000001,normal,1.57,4.8,7.25,7.25,1.57,4.8
1005156,normal,2.25,3.5,3.8,3.8,2.25,3.5
1005313,normal,1.33,7.0,15.0,15.0,1.33,7.0
992037,normal,3.7,3.66,2.53,3.7,2.53,3.66
996885,normal,1.34,6.0,15.0,15.0,1.34,6.0
995501,normal,8.63,5.07,1.6,8.63,1.6,5.07
996883,normal,2.01,3.58,3.93,3.93,2.01,3.58
993562,normal,7.0,5.0,1.72,7.0,1.72,5.0
993566,little_cold,6.1,4.3,2.02,6.1,2.02,4.3
995516,normal,30.0,12.45,1.22,30.0,1.22,12.45
953218,normal,2.2,3.75,3.9,3.9,2.2,3.75
994094,normal,1.9,3.68,5.53,5.53,1.9,3.68
996928,normal,2.75,3.45,3.32,3.45,2.75,3.32
954089,normal,2.16,4.02,5.34,5.34,2.16,4.02
953222,normal,1.75,4.78,8.5,8.5,1.75,4.78
997603,little_cold,2.25,3.7,3.62,3.7,2.25,3.62
994093,normal,1.88,3.81,5.5,5.5,1.88,3.81
954097,big_cold,3.41,3.65,2.7,3.65,2.7,3.41
994088,normal,1.51,4.62,9.5,9.5,1.51,4.62
996774,big_cold,3.7,3.4,3.4,3.7,3.4,3.4
996851,normal,17.0,7.0,1.3,17.0,1.3,7.0
994090,little_cold,1.31,7.5,26.0,26.0,1.31,7.5
996930,little_cold,4.75,3.5,2.35,4.75,2.35,3.5
996696,little_cold,5.0,3.6,2.25,5.0,2.25,3.6
996878,normal,1.62,4.23,6.45,6.45,1.62,4.23
997604,normal,2.0,3.95,4.84,4.84,2.0,3.95
993565,normal,13.0,8.0,1.24,13.0,1.24,8.0
996877,normal,3.25,3.5,2.25,3.5,2.25,3.25
953214,normal,1.7,4.0,6.25,6.25,1.7,4.0
993839,little_cold,2.54,3.25,3.24,3.25,2.54,3.24
994228,little_cold,4.34,3.34,3.35,4.34,3.34,3.35
995461,big_cold,1.95,3.86,5.4,5.4,1.95,3.86
996929,normal,1.31,7.63,15.2,15.2,1.31,7.63
995507,big_cold,3.25,3.6,3.98,3.98,3.25,3.6
997808,normal,13.0,6.0,1.75,13.0,1.75,6.0
953204,normal,1.9,3.5,4.8,4.8,1.9,3.5
995514,big_cold,2.33,3.5,4.2,4.2,2.33,3.5
997680,little_cold,3.4,3.1,2.65,3.4,2.65,3.1
933921,normal,1.1,17.0,61.0,61.0,1.1,17.0
994517,normal,9.0,6.41,1.42,9.0,1.42,6.41
994519,little_cold,56.0,15.5,1.2,56.0,1.2,15.5
996882,normal,17.0,7.8,1.25,17.0,1.25,7.8
995508,big_cold,2.95,3.4,3.11,3.4,2.95,3.11
994263,big_cold,2.97,3.11,3.55,3.55,2.97,3.11
953215,normal,7.5,4.3,1.62,7.5,1.62,4.3
995543,normal,13.5,6.9,1.29,13.5,1.29,6.9
944616,normal,1.7,3.92,8.0,8.0,1.7,3.92
944639,normal,2.32,3.32,4.29,4.29,2.32,3.32
953754,big_cold,2.26,3.68,4.4,4.4,2.26,3.68
995566,little_cold,1.6,4.55,9.8,9.8,1.6,4.55
961681,normal,5.91,4.17,1.87,5.91,1.87,4.17
980056,little_cold,2.44,3.35,4.17,4.17,2.44,3.35
934262,normal,1.88,3.75,5.12,5.12,1.88,3.75
971623,normal,1.93,3.58,6.0,6.0,1.93,3.58
962716,little_cold,3.18,3.56,2.65,3.56,2.65,3.18
957590,normal,2.15,3.8,4.2,4.2,2.15,3.8
955755,normal,1.19,10.5,26.0,26.0,1.19,10.5
959372,big_cold,5.3,4.71,1.75,5.3,1.75,4.71
953176,normal,1.46,5.85,13.0,13.0,1.46,5.85
956442,normal,3.62,3.83,2.27,3.83,2.27,3.62
955286,normal,3.05,3.34,3.33,3.34,3.05,3.33
980042,big_cold,2.6,3.3,3.75,3.75,2.6,3.3
940793,big_cold,2.2,5.5,8.8,8.8,2.2,5.5
962480,normal,2.4,3.48,3.56,3.56,2.4,3.48
962322,normal,3.04,3.5,2.95,3.5,2.95,3.04
952714,normal,17.5,5.25,1.45,17.5,1.45,5.25
976155,big_cold,1.6,4.75,8.0,8.0,1.6,4.75
953445,little_cold,2.15,3.4,4.21,4.21,2.15,3.4
959620,little_cold,2.85,3.45,3.3,3.45,2.85,3.3
933907,normal,3.1,3.9,2.45,3.9,2.45,3.1
974302,little_cold,2.25,3.4,4.79,4.79,2.25,3.4
994550,little_cold,2.92,3.8,2.55,3.8,2.55,2.92
960950,normal,6.6,4.15,1.83,6.6,1.83,4.15
954086,big_cold,2.68,3.5,3.25,3.5,2.68,3.25
959374,normal,5.25,4.31,1.8,5.25,1.8,4.31
962534,little_cold,2.75,3.5,3.0,3.5,2.75,3.0
994552,normal,6.1,4.8,1.7,6.1,1.7,4.8
994547,normal,1.57,4.75,6.0,6.0,1.57,4.75
929947,normal,3.7,3.8,2.3,3.8,2.3,3.7
990641,little_cold,4.2,3.45,2.65,4.2,2.65,3.45
994544,normal,6.75,5.0,1.63,6.75,1.63,5.0
956446,big_cold,3.35,3.45,2.5,3.45,2.5,3.35
947046,normal,5.02,4.0,2.02,5.02,2.02,4.0
944631,normal,3.05,3.3,3.05,3.3,3.05,3.05
960953,normal,1.71,4.1,6.5,6.5,1.71,4.1
953178,big_cold,3.02,3.8,5.0,5.0,3.02,3.8
946646,big_cold,2.01,3.9,4.5,4.5,2.01,3.9
980052,normal,2.83,3.3,3.1,3.3,2.83,3.1
934258,normal,1.5,4.85,7.53,7.53,1.5,4.85
946644,big_cold,3.0,3.88,3.09,3.88,3.0,3.09
953450,normal,3.7,3.3,2.53,3.7,2.53,3.3
960560,normal,1.17,14.5,34.0,34.0,1.17,14.5
980033,big_cold,2.6,3.47,4.05,4.05,2.6,3.47
947042,normal,2.1,3.7,4.1,4.1,2.1,3.7
958339,big_cold,1.6,4.8,7.0,7.0,1.6,4.8
953753,little_cold,2.35,3.45,3.98,3.98,2.35,3.45
984038,big_cold,1.71,3.95,6.88,6.88,1.71,3.95
926715,normal,1.46,6.5,13.82,13.82,1.46,6.5
990644,normal,9.75,4.95,1.5,9.75,1.5,4.95
953448,little_cold,2.35,3.4,3.7,3.7,2.35,3.4
980064,big_cold,3.05,3.25,2.94,3.25,2.94,3.05
957595,little_cold,2.0,4.0,4.77,4.77,2.0,4.0
994546,normal,6.25,4.81,1.65,6.25,1.65,4.81
971625,normal,8.97,4.45,1.8,8.97,1.8,4.45
957594,big_cold,2.0,3.95,5.7,5.7,2.0,3.95
980058,little_cold,2.25,3.91,3.8,3.91,2.25,3.8
959872,little_cold,1.9,4.0,7.9,7.9,1.9,4.0
953451,big_cold,1.95,3.4,5.29,5.29,1.95,3.4
958433,little_cold,2.1,3.75,4.54,4.54,2.1,3.75
996763,normal,1.8,4.32,6.03,6.03,1.8,4.32
946647,normal,1.26,8.15,19.5,19.5,1.26,8.15
955120,normal,35.0,13.0,1.19,35.0,1.19,13.0
954899,normal,2.3,3.5,3.91,3.91,2.3,3.5
962261,big_cold,1.75,5.1,7.54,7.54,1.75,5.1
959864,normal,1.76,4.2,7.4,7.4,1.76,4.2
953447,normal,2.62,3.2,3.32,3.32,2.62,3.2
975090,normal,2.3,3.35,5.25,5.25,2.3,3.35
954076,normal,1.68,4.5,6.75,6.75,1.68,4.5
995555,big_cold,3.2,3.2,2.75,3.2,2.75,3.2
958332,big_cold,2.63,3.75,3.0,3.75,2.63,3.0
960382,normal,3.7,3.7,2.31,3.7,2.31,3.7
992040,little_cold,2.5,3.85,3.2,3.85,2.5,3.2
996759,normal,2.15,3.57,3.94,3.94,2.15,3.57
984036,normal,2.16,3.54,5.0,5.0,2.16,3.54
935476,normal,1.85,4.1,5.03,5.03,1.85,4.1
991327,normal,2.07,3.55,4.2,4.2,2.07,3.55
944633,little_cold,2.21,3.6,4.51,4.51,2.21,3.6
958361,little_cold,3.75,3.55,2.42,3.75,2.42,3.55
994542,normal,2.0,4.05,3.6,4.05,2.0,3.6
973793,big_cold,3.31,3.7,2.67,3.7,2.67,3.31
960562,little_cold,3.05,3.6,3.15,3.6,3.05,3.15
959867,little_cold,1.75,4.62,7.8,7.8,1.75,4.62
994545,big_cold,1.24,8.0,13.0,13.0,1.24,8.0
994553,big_cold,5.5,4.8,1.57,5.5,1.57,4.8
958337,little_cold,2.3,3.97,3.8,3.97,2.3,3.8
929953,normal,1.65,4.75,6.75,6.75,1.65,4.75
993905,big_cold,2.21,3.5,3.66,3.66,2.21,3.5
992062,little_cold,1.75,5.8,10.0,10.0,1.75,5.8
960380,normal,1.49,6.75,11.5,11.5,1.49,6.75
959130,big_cold,2.3,3.6,3.6,3.6,2.3,3.6
960561,normal,3.03,3.62,2.78,3.62,2.78,3.03
958425,big_cold,2.0,3.72,4.55,4.55,2.0,3.72
954381,big_cold,6.03,4.35,1.75,6.03,1.75,4.35
962104,little_cold,2.7,3.5,3.4,3.5,2.7,3.4
958447,little_cold,3.47,3.5,3.06,3.5,3.06,3.47
994548,big_cold,1.75,4.15,4.5,4.5,1.75,4.15
962807,normal,3.17,3.37,2.96,3.37,2.96,3.17
955757,normal,1.95,4.15,5.0,5.0,1.95,4.15
940796,normal,1.33,7.8,19.0,19.0,1.33,7.8
956440,normal,2.5,3.72,3.19,3.72,2.5,3.19
958387,little_cold,2.9,3.6,2.89,3.6,2.89,2.9
957598,normal,2.25,3.55,4.08,4.08,2.25,3.55
959868,big_cold,1.75,4.5,7.54,7.54,1.75,4.5
994551,normal,2.55,3.9,2.7,3.9,2.55,2.7
962127,little_cold,1.92,3.95,5.0,5.0,1.92,3.95
959633,little_cold,1.7,4.31,7.25,7.25,1.7,4.31
967078,normal,4.5,3.5,2.41,4.5,2.41,3.5
990642,normal,1.7,3.98,7.1,7.1,1.7,3.98
953446,normal,4.25,3.4,2.1,4.25,2.1,3.4
958335,normal,2.35,3.55,3.8,3.8,2.35,3.55
935484,big_cold,2.45,3.75,3.71,3.75,2.45,3.71
958409,little_cold,2.27,3.7,3.85,3.85,2.27,3.7
958449,normal,3.46,3.55,2.55,3.55,2.55,3.46
980439,little_cold,2.71,3.15,3.23,3.23,2.71,3.15
960951,normal,2.45,3.45,3.75,3.75,2.45,3.45
953748,little_cold,2.6,3.4,3.45,3.45,2.6,3.4
958377,little_cold,2.3,3.68,3.65,3.68,2.3,3.65
962151,normal,2.1,3.9,5.5,5.5,2.1,3.9
960563,big_cold,2.25,3.95,4.4,4.4,2.25,3.95
958263,normal,2.42,3.75,3.7,3.75,2.42,3.7
933902,normal,10.0,6.25,1.35,10.0,1.35,6.25
984047,normal,2.07,3.45,4.39,4.39,2.07,3.45
954882,little_cold,1.8,4.5,6.5,6.5,1.8,4.5
944618,big_cold,2.42,3.4,3.72,3.72,2.42,3.4
959134,normal,7.0,4.36,1.86,7.0,1.86,4.36
956436,normal,2.65,3.38,3.11,3.38,2.65,3.11
954924,normal,2.05,3.85,6.2,6.2,2.05,3.85
961676,normal,5.27,4.1,1.77,5.27,1.77,4.1
931765,big_cold,1.42,5.55,9.6,9.6,1.42,5.55
996758,big_cold,2.65,3.65,2.88,3.65,2.65,2.88
971479,little_cold,2.05,4.5,5.7,5.7,2.05,4.5
957591,big_cold,5.0,3.85,2.05,5.0,2.05,3.85
955754,normal,2.75,3.56,3.05,3.56,2.75,3.05
961683,little_cold,2.34,3.64,3.66,3.66,2.34,3.64
960957,little_cold,2.3,3.55,3.82,3.82,2.3,3.55
957597,little_cold,2.1,3.8,4.25,4.25,2.1,3.8
974321,little_cold,2.12,3.55,4.79,4.79,2.12,3.55
957596,normal,2.1,3.89,5.25,5.25,2.1,3.89
935470,big_cold,2.05,3.75,5.0,5.0,2.05,3.75
958341,normal,1.62,4.5,7.29,7.29,1.62,4.5
944634,normal,2.57,3.4,3.16,3.4,2.57,3.16
962504,big_cold,3.3,3.48,2.72,3.48,2.72,3.3
990704,little_cold,6.5,4.2,1.55,6.5,1.55,4.2
954082,little_cold,1.67,4.3,6.3,6.3,1.67,4.3
929950,normal,1.55,5.05,7.0,7.0,1.55,5.05
933905,big_cold,2.0,4.0,5.0,5.0,2.0,4.0
969199,big_cold,2.15,3.81,3.9,3.9,2.15,3.81
969205,normal,1.67,5.0,6.75,6.75,1.67,5.0
957589,little_cold,4.5,3.75,1.95,4.5,1.95,3.75
958345,big_cold,4.78,3.9,2.0,4.78,2.0,3.9
958443,normal,1.8,4.1,5.75,5.75,1.8,4.1
984031,little_cold,2.21,3.4,4.25,4.25,2.21,3.4
958442,little_cold,2.45,3.6,3.36,3.6,2.45,3.36
973789,normal,14.14,7.75,1.31,14.14,1.31,7.75
958353,big_cold,2.73,3.6,3.6,3.6,2.73,3.6
958396,normal,2.05,3.9,4.65,4.65,2.05,3.9
990701,normal,1.44,4.9,10.0,10.0,1.44,4.9
962365,normal,1.15,15.5,72.0,72.0,1.15,15.5
971616,normal,2.25,3.5,5.0,5.0,2.25,3.5
946642,normal,9.7,6.0,1.44,9.7,1.44,6.0
960952,normal,1.9,3.75,5.6,5.6,1.9,3.75
953443,little_cold,1.35,6.0,15.0,15.0,1.35,6.0
960959,little_cold,2.1,3.7,4.3,4.3,2.1,3.7
953193,little_cold,5.5,3.75,2.75,5.5,2.75,3.75
954362,big_cold,2.81,3.55,3.2,3.55,2.81,3.2
944617,normal,1.82,3.7,5.78,5.78,1.82,3.7
961641,big_cold,2.77,3.7,3.02,3.7,2.77,3.02
958352,normal,2.12,3.72,4.65,4.65,2.12,3.72
958395,big_cold,2.6,3.6,3.42,3.6,2.6,3.42
959865,big_cold,4.4,3.73,2.02,4.4,2.02,3.73
969197,normal,2.67,4.05,3.0,4.05,2.67,3.0
973787,normal,3.78,3.62,2.5,3.78,2.5,3.62
946645,little_cold,1.76,4.9,6.6,6.6,1.76,4.9
954335,big_cold,13.0,6.5,1.44,13.0,1.44,6.5
959128,big_cold,2.2,3.85,3.8,3.85,2.2,3.8
959132,normal,1.5,6.25,12.0,12.0,1.5,6.25
962818,little_cold,2.34,3.5,3.7,3.7,2.34,3.5
994549,normal,7.0,4.6,1.9,7.0,1.9,4.6
980055,normal,2.05,3.4,5.35,5.35,2.05,3.4
954329,little_cold,2.75,3.35,3.56,3.56,2.75,3.35
955133,normal,1.67,4.7,8.5,8.5,1.67,4.7
954336,normal,1.25,9.39,23.0,23.0,1.25,9.39
933995,normal,4.3,3.7,2.24,4.3,2.24,3.7
964699,big_cold,2.5,3.3,3.3,3.3,2.5,3.3
957143,normal,1.87,3.86,7.1,7.1,1.87,3.86
954389,normal,2.5,3.4,4.1,4.1,2.5,3.4
953449,big_cold,3.45,3.3,2.35,3.45,2.35,3.3
967054,normal,4.08,3.55,2.4,4.08,2.4,3.55
955756,little_cold,1.42,8.05,13.0,13.0,1.42,8.05
993908,normal,15.0,6.5,5.0,15.0,5.0,6.5
957599,little_cold,2.3,3.59,4.2,4.2,2.3,3.59
959631,little_cold,2.45,3.4,3.45,3.45,2.45,3.4
959870,normal,1.55,5.25,7.6,7.6,1.55,5.25
960564,normal,3.15,3.6,2.5,3.6,2.5,3.15
957079,normal,1.6,4.25,9.0,9.0,1.6,4.25
952858,little_cold,2.38,3.3,3.99,3.99,2.38,3.3
956444,normal,1.85,3.65,5.5,5.5,1.85,3.65
953444,normal,2.15,3.3,4.25,4.25,2.15,3.3
954371,normal,1.3,7.9,17.0,17.0,1.3,7.9
933903,normal,1.24,10.0,18.0,18.0,1.24,10.0
962767,little_cold,2.07,3.62,4.8,4.8,2.07,3.62
996795,normal,3.15,3.2,2.75,3.2,2.75,3.15
992893,big_cold,2.95,3.3,2.9,3.3,2.9,2.95
969202,normal,5.3,4.1,2.1,5.3,2.1,4.1
954078,little_cold,1.55,4.9,8.7,8.7,1.55,4.9
944642,big_cold,2.07,3.6,4.96,4.96,2.07,3.6
954867,big_cold,3.0,3.3,3.48,3.48,3.0,3.3
996782,normal,1.45,5.3,7.0,7.0,1.45,5.3
972226,normal,2.0,3.9,4.8,4.8,2.0,3.9
958329,big_cold,3.75,3.75,2.3,3.75,2.3,3.75
959874,normal,3.0,3.62,2.67,3.62,2.67,3.0
973795,normal,2.6,3.5,3.11,3.5,2.6,3.11
984030,normal,1.87,3.8,5.4,5.4,1.87,3.8
995568,normal,31.0,12.0,1.16,31.0,1.16,12.0
958392,normal,2.62,3.6,3.14,3.6,2.62,3.14
958350,normal,3.27,3.55,3.04,3.55,3.04,3.27
944986,normal,2.79,3.4,3.05,3.4,2.79,3.05
957083,big_cold,2.85,3.35,3.45,3.45,2.85,3.35
961685,little_cold,3.17,3.7,2.67,3.7,2.67,3.17
933900,normal,24.0,12.0,1.16,24.0,1.16,12.0
931755,normal,2.93,4.0,3.15,4.0,2.93,3.15
935477,little_cold,9.0,6.2,1.44,9.0,1.44,6.2
976157,normal,3.05,3.8,2.97,3.8,2.97,3.05
956438,normal,2.5,3.46,3.25,3.46,2.5,3.25
802962,normal,3.04,3.95,2.55,3.95,2.55,3.04
795584,big_cold,1.55,5.0,10.5,10.5,1.55,5.0
806378,normal,17.0,6.5,1.38,17.0,1.38,6.5
814564,little_cold,2.05,3.65,5.2,5.2,2.05,3.65
804246,normal,2.15,3.59,3.75,3.75,2.15,3.59
801122,normal,7.9,4.8,1.6,7.9,1.6,4.8
859148,normal,2.51,3.25,3.72,3.72,2.51,3.25
795213,normal,3.7,3.7,2.4,3.7,2.4,3.7
794766,big_cold,2.91,3.91,2.75,3.91,2.75,2.91
801124,normal,3.3,3.85,3.3,3.85,3.3,3.3
808380,normal,2.68,3.2,3.3,3.3,2.68,3.2
792601,normal,1.65,4.5,7.5,7.5,1.65,4.5
856438,normal,2.19,4.2,2.9,4.2,2.19,2.9
804723,big_cold,5.1,3.65,2.42,5.1,2.42,3.65
808861,big_cold,3.8,3.5,2.3,3.8,2.3,3.5
859153,big_cold,2.68,3.15,3.3,3.3,2.68,3.15
808855,normal,1.44,6.5,12.06,12.06,1.44,6.5
808382,little_cold,2.38,3.6,4.45,4.45,2.38,3.6
849960,little_cold,1.91,4.0,5.04,5.04,1.91,4.0
849131,little_cold,2.25,3.45,3.84,3.84,2.25,3.45
862825,normal,2.2,3.34,4.15,4.15,2.2,3.34
844986,little_cold,3.9,3.6,2.52,3.9,2.52,3.6
849958,big_cold,2.18,3.6,4.0,4.0,2.18,3.6
849961,normal,2.55,3.55,4.5,4.5,2.55,3.55
793242,little_cold,1.92,3.8,5.5,5.5,1.92,3.8
794768,normal,2.37,3.7,4.05,4.05,2.37,3.7
814552,little_cold,8.6,4.8,1.67,8.6,1.67,4.8
858188,normal,4.2,3.75,2.1,4.2,2.1,3.75
804235,normal,4.68,3.56,1.97,4.68,1.97,3.56
857333,big_cold,2.16,3.61,3.81,3.81,2.16,3.61
814546,normal,2.7,3.3,3.95,3.95,2.7,3.3
806379,normal,2.3,3.45,3.75,3.75,2.3,3.45
859165,big_cold,2.72,3.27,3.03,3.27,2.72,3.03
806382,little_cold,2.87,3.4,3.14,3.4,2.87,3.14
806909,normal,2.4,3.22,4.15,4.15,2.4,3.22
792613,normal,2.75,3.45,3.1,3.45,2.75,3.1
806904,normal,2.07,3.5,4.45,4.45,2.07,3.5
844192,little_cold,4.27,3.66,2.3,4.27,2.3,3.66
804240,normal,1.96,3.8,5.8,5.8,1.96,3.8
808374,big_cold,2.69,3.2,3.07,3.2,2.69,3.07
793241,normal,3.2,3.3,2.63,3.3,2.63,3.2
806903,normal,2.2,3.8,6.75,6.75,2.2,3.8
851435,normal,2.01,3.5,5.5,5.5,2.01,3.5
806061,normal,2.35,3.66,4.22,4.22,2.35,3.66
804244,little_cold,1.36,5.5,12.35,12.35,1.36,5.5
848602,little_cold,3.8,3.4,2.61,3.8,2.61,3.4
800020,little_cold,4.06,3.5,2.33,4.06,2.33,3.5
799375,normal,3.96,3.65,2.15,3.96,2.15,3.65
793245,big_cold,2.7,3.4,3.3,3.4,2.7,3.3
856439,little_cold,2.09,4.25,3.6,4.25,2.09,3.6
846793,normal,4.6,3.75,2.2,4.6,2.2,3.75
859149,big_cold,3.8,3.15,3.13,3.8,3.13,3.15
806383,normal,1.39,5.6,13.0,13.0,1.39,5.6
804245,big_cold,2.4,3.32,3.3,3.32,2.4,3.3
800915,big_cold,3.5,3.5,2.8,3.5,2.8,3.5
849957,normal,2.3,3.8,4.2,4.2,2.3,3.8
814560,little_cold,2.15,3.55,4.6,4.6,2.15,3.55
806912,normal,2.42,3.35,4.05,4.05,2.42,3.35
802798,little_cold,2.96,3.5,2.87,3.5,2.87,2.96
806060,big_cold,2.7,3.5,3.5,3.5,2.7,3.5
797434,normal,2.95,3.5,2.8,3.5,2.8,2.95
806902,normal,1.65,3.85,7.4,7.4,1.65,3.85
856442,normal,1.45,5.46,7.94,7.94,1.45,5.46
866143,normal,1.55,4.7,5.5,5.5,1.55,4.7
849959,normal,1.91,4.75,7.01,7.01,1.91,4.75
804238,normal,19.0,7.5,1.22,19.0,1.22,7.5
796448,little_cold,2.4,3.55,4.5,4.5,2.4,3.55
796456,normal,1.45,5.43,11.87,11.87,1.45,5.43
796881,big_cold,2.33,3.45,4.2,4.2,2.33,3.45
797611,normal,2.38,3.55,3.79,3.79,2.38,3.55
859156,big_cold,2.04,3.6,5.01,5.01,2.04,3.6
799123,normal,7.5,4.25,1.77,7.5,1.77,4.25
849376,big_cold,5.37,3.55,2.08,5.37,2.08,3.55
806910,big_cold,2.52,3.45,3.7,3.7,2.52,3.45
792606,big_cold,2.04,3.8,5.1,5.1,2.04,3.8
849374,normal,1.29,9.3,29.0,29.0,1.29,9.3
864237,normal,1.83,4.29,6.8,6.8,1.83,4.29
846787,little_cold,3.35,3.6,2.78,3.6,2.78,3.35
797292,little_cold,10.3,4.35,3.1,10.3,3.1,4.35
804243,normal,2.7,3.25,4.03,4.03,2.7,3.25
799374,normal,1.68,4.25,7.0,7.0,1.68,4.25
814548,big_cold,2.5,3.45,4.2,4.2,2.5,3.45
856713,normal,3.96,3.35,2.25,3.96,2.25,3.35
865967,little_cold,1.65,4.32,7.5,7.5,1.65,4.32
864499,little_cold,2.45,3.4,3.52,3.52,2.45,3.4
808854,little_cold,12.25,6.5,1.64,12.25,1.64,6.5
795579,little_cold,2.05,3.75,6.15,6.15,2.05,3.75
797431,normal,4.51,3.81,2.0,4.51,2.0,3.81
846794,little_cold,2.25,4.13,6.35,6.35,2.25,4.13
866144,little_cold,3.35,4.02,2.49,4.02,2.49,3.35
806065,little_cold,2.7,3.52,3.86,3.86,2.7,3.52
859152,big_cold,2.67,3.15,3.24,3.24,2.67,3.15
848603,normal,2.93,3.5,2.88,3.5,2.88,2.93
856715,little_cold,3.6,3.7,5.5,5.5,3.6,3.7
802795,big_cold,7.0,4.75,1.55,7.0,1.55,4.75
795581,normal,1.91,3.8,5.8,5.8,1.91,3.8
